Date,User,Number of likes,Tweeted from,Tweets
2022-10-12 08:33:28+00:00,CSantoso23,1,Twitter for Android,"Justru 2023 itu taun pembuktian, krn yg bersedia diajak nikah pas resesi itu adalah org yg mencintaimu tanpa alesan."
2022-10-12 08:32:58+00:00,toranghadianto,0,Twitter for Android,"deskriptif ; the perfect storm global economy perupaan resesi ekonomi global ; bahkan pada landscape yg sama di pointer tertentu sedang mengalami krisis ekonomi di negaranya (terupakan pada landscape yang sama), 
suatu negara pun beberapa negara  &lt; dari atau = landscape global."
2022-10-12 08:32:09+00:00,nacsilvsitohang,0,Twitter for Android,Mereka yang punya duit aja sudah mulai stres mikirin resesi tahun depan. Apakabar saya..?
2022-10-12 08:29:35+00:00,annlizw,4,Twitter for Android,"@worksfess Kondisi resesi lumayan beresiko kalau bangun rumah. Mending uangnya di keep, reksadana atau deposito. Hutang bank dilunasi dgn gaji bulanan. Mungkin yg ahli keuangan/manajemen keuangan disini ada yg bisa kasih saran ke sendernya"
2022-10-12 08:29:18+00:00,aengegei,0,Twitter Web App,"Bentar lagi resesi, beli tas skrng apa yah"
2022-10-12 08:29:11+00:00,sujana64,0,Twitter for Android,@CNNIndonesia Semoga Indonesia bisa hati² sehingga terhindar dari resesi.
2022-10-12 08:28:15+00:00,_oooOO0OOooo__,0,Twitter for Android,resesi global gimana nahloh
2022-10-12 08:28:09+00:00,MadeRianto,0,Twitter for Android,"Resesi, Crisis Economic Global, Dark World 2023..
Kuwiii teruuusss...
😒😔😫"
2022-10-12 08:27:06+00:00,Oatraisin,1,Twitter for Android,"Gw yg overthink atau ini termasuk normal? Udah ngeri buat belanja2. Di otak gw kayak ""resesi siapin duit. Siapin duit. Beli yg perlu"""
2022-10-12 08:26:24+00:00,infoka_id,0,Twitter Web App,"Pemerintah Siapkan Skenario Terburuk Hadapi Resesi Global Pada 2023
https://t.co/aNykoWpWsF"
2022-10-12 08:25:45+00:00,resmihaberler,0,Jetpack.com,"IMF Puji Indonesia di Tengah Resesi Global, Kagum Ekonomi Bisa Terang Saat Dunia Gelap #ekonomi https://t.co/c3z6lAVxiU"
2022-10-12 08:24:50+00:00,liteforexid,0,Amplifr,"Dollar adalah tempat investasi yang aman. Perkiraan pada 12.10.2022

Kapan resesi ekonomi global akan dimulai, dan seberapa dalam? Menjelang krisis, kenaikan dollar biasanya bergerak maju. Mari kita bahas prospek Forex dan buat rencana perdagangan E…
https://t.co/EoZWM9xsvR https://t.co/PwaeQbqSpW"
2022-10-12 08:23:12+00:00,Miqdadyuwan,0,Twitter for Android,"cakep bener pixel 7 woi, tapi 2023 katanya resesi 🥹🥹 https://t.co/D9BE8LxYyP"
2022-10-12 08:23:08+00:00,dopablooo,1,Twitter for Android,"peduli gapeduli lu harus peduli sama resesi, itu akan berpengaruh besar nanti kedepannya. mungkin sekarang lu masih oke oke aja, tapi kedepannya??"
2022-10-12 08:22:46+00:00,resmihaberler,0,Jetpack.com,Ekonomi RI Dipuji IMF Di Tengah Ancaman Resesi 2023 #ekonomi https://t.co/jgJPNWPQni
2022-10-12 08:21:55+00:00,kunaaa,0,Twitter for iPhone,"Kalau selama pandemi banyak belajar gimana bercocok tanam, memperbaiki pola hidup, olahraga, belanja ke warung terdekat, ga banyak kemana2, menyaman2kan rumah. Insya Allah pas resesi akan sama aja kaya biasanya."
2022-10-12 08:19:36+00:00,sawitsetara_net,1,Twitter for Android,"Jika Ekspor Sawit Terus Dikekang, Indonesia Terancam Kena Resesi Global

@jokowi @KemenkeuRI @kementan @DPP_Apkasindo @Rino_APKASINDO @goldsmeier
#sawit #beritasawit #sawitsetara
 https://t.co/aHrLxjTtlP"
2022-10-12 08:19:32+00:00,cnbcindonesia,1,detikcommunity,Kacau! Isu Resesi di 2023 Bikin Rupiah Dekati Rp 15.400/US$ https://t.co/qa9rRR0Sj5
2022-10-12 08:18:16+00:00,KkuraSa39,0,Twitter for Android,@makkrokosmos makanya bisa terjadi resesi dan inflasi dalam sebuah negara
2022-10-12 08:17:12+00:00,yoonminions97,0,Twitter for Android,"Mikir resesi, mana sempet mikirrin nikah 😌"
2022-10-12 08:16:34+00:00,celoookbaaaa,0,Twitter for Android,@IvanFadhilll @InterindahFC @C_IndahJKT48 cuma nanya pdhl.... invest yg bagus soalnya mau resesi 2023
2022-10-12 08:15:29+00:00,CNNIndonesia,6,detikcommunity,IMF: 31 Negara Bakal Masuk Jurang Resesi https://t.co/OG5ZDWmVNn
2022-10-12 08:13:40+00:00,imnrd34,0,Twitter for Android,"Prediksi resesi 2023 udah extreme fear, stock market dan crypto udah pada loyo. Hmmm apa jangan"" Bandar dan elite global akan diam? Atau melakukan pembalikan harga pasar?"
2022-10-12 08:13:14+00:00,ZAKY28048323,0,Twitter Web App,"Tidur Jokowi Tak Tenang, Ada Ancaman Lebih Ngeri Dari Resesi https://t.co/ef66AovVwm"
2022-10-12 08:13:04+00:00,ciwonsiwon,0,Twitter Web App,WAAHH MEMASUKI RESESI https://t.co/LhTdPEOwBY
2022-10-12 08:12:52+00:00,Antara_Kalteng,0,Twitter Web App,Pemerintah siapkan skenario terburuk untuk hadapi resesi global pada 2023 https://t.co/3x188FlLa1
2022-10-12 08:12:47+00:00,makkrokosmos,0,Twitter for Android,"@KkuraSa39 Apalagi resesi ceunah tahun depan, dahlah kalo kejadian kek 98 keulang gua udah gak kaget:"")"
2022-10-12 08:11:28+00:00,Ir4_Rizqi,0,Twitter Web App,"@al_fianna Allah yarob, yowes, ngko njilih maneh neknu, drpd ak tuku, mau resesi~"
2022-10-12 08:09:00+00:00,SoundOfYogi,1,Twitter for Android,"JANGAN SUUDZON KAK

Siapa tau itu sidejobnya...

Positip thinking aja, sekarang jamannya persiapan resesi... https://t.co/YCcF7ZLs6J"
2022-10-12 08:08:39+00:00,AbdulBasitGaul,5,Twitter for Android,"Selamat Hari Jadi Provinsi Jawa Timur ke 77, semoga ke depan semakin tangguh menghadapi resesi ekonomi dunia tahun 2023. @KhofifahIP @EmilDardak @pemkab_gresik https://t.co/m46LZOCaJh"
2022-10-12 08:07:21+00:00,Dvysambat,0,Twitter Web App,Timeline isinya resesi mulu. Resepsi dulu coba
2022-10-12 08:06:14+00:00,muhamadanas999,0,Twitter Web App,2. Talking-talking soal apa bener 2023 resesi
2022-10-12 08:06:05+00:00,trsesat,0,Twitter Web App,"inflow asing ke bursa domestik masih bagus tapi berita lagi tebar fear resesi, coba jadi contrarian. https://t.co/Jy6FFiB9og"
2022-10-12 08:03:02+00:00,adityanfm_,0,Twitter for iPhone,"@CNNIndonesia Iyaa mknya anggotany bli tv 100 unit buat kantorny . Di saat mau resesi kek gni. Msih bnyk tuh duitnya mau pda belanja aplgi ayoo . Tv,hordeng, aplgi kulkas ac blom tuh"
2022-10-12 08:02:24+00:00,Johan_Vicx,0,Twitter for iPhone,"@sandiuno @jokowi Maunya Pak liburan..Masalahnya lagi ketat keuangan persiapan Tahun 2023 resesi Pak, mana Daya beli menurun..😩"
2022-10-12 07:59:31+00:00,mjpty58,0,Twitter for Android,@bachrum_achmadi Urusin banjir dan macet saja nggak mampu. Apalagi urusin indonesia. Anies hanya pandai bermain kata tdk bisa kerja. Paham drun. Saat ini sdg resesi dunia bkn hanya indonesia
2022-10-12 07:58:18+00:00,quisestdeus,1,Twitter for Android,@worksfess Resesi akan mmbuat anda2 ini libur smp dgn wktu yg tdk bs ditntukan kawan.
2022-10-12 07:57:19+00:00,NicoYosefa,0,Twitter for Android,@jawafess Ora melu ngregeti kok kon melu resesi
2022-10-12 07:57:19+00:00,20firman_,0,Twitter for Android,Bismilah jadi orang kaya pas resesi https://t.co/ymEMT6Pwcs
2022-10-12 07:57:16+00:00,beausooyah,0,Twitter Web App,@tubbirfess nikahnya habis resesi harusnya
2022-10-12 07:56:57+00:00,pozzlepiece,0,Twitter for Android,"buset makin banyak pengangguran.. fresh grad juga ga berenti, 2023 resesi ekonomi🙃 dahlah"
2022-10-12 07:56:15+00:00,ANTARABengkulu,0,Twitter Web App,Pemerintah siapkan skenario terburuk hadapi ancaman resesi global - ANTARA News Bengkulu https://t.co/JSKBCydM0j
2022-10-12 07:56:05+00:00,heartwhenyougo,0,Twitter for iPhone,"IHSG ancur2an, 2 bulan lagi 2022 selesai, katanya 2023 resesi 😭😭😭"
2022-10-12 07:56:02+00:00,KATADATAcoid,0,dlvr.it,"IMF memangkas prospek pertumbuhan ekonomi pada tahun depan dari 2, 9% menjadi 2, 7%. Banyak negara terancam resesi. https://t.co/1TgbjAPbdt"
2022-10-12 07:55:34+00:00,rasndeso,4,Twitter for Android,Latian makan ubi biar kuat melewati resesi global https://t.co/0kyPuGVjOH
2022-10-12 07:55:28+00:00,novegavey,0,Twitter for iPhone,"Resesi brp lama ya, nabung guya"
2022-10-12 07:55:12+00:00,aquareean,0,Twitter Web App,jgn resesi dulusi gua mo resign
2022-10-12 07:53:47+00:00,TelurKilogram,0,Twitter for Android,"Konsernya nanti aja plis ya ash 
Tahun depan katanya resesi 😭 https://t.co/NZEyx173wr"
2022-10-12 07:53:30+00:00,sita_kurniawan2,1,Twitter for Mac,"Kayanya stay di reksadana pasar uang masih menjanjikan. Klo saham dgn resesi global sedikit riskan, ihsg juga belakangan ga lg baik2 aja"
2022-10-12 07:53:17+00:00,bataldemihukum,1,Twitter for iPhone,"jangan pusing2 mikirin resesi 2023, mungkin jalanin aja kayak kita ngelewatin 2020-2021 waktu covid  paniknya minta ampun"
2022-10-12 07:52:15+00:00,idx_channel,0,Twitter Web App,Apa yang harus kita lakukan dengan adanya Ancaman Resesi di tahun depan?  https://t.co/z1FETogzTN https://t.co/AOQteJZ8fk
2022-10-12 07:51:01+00:00,nanung_skh,0,Twitter for Android,"Jadi Kepikiran mau ada resesi ekonomi tahun 2023, tahun 2022 ajah masih penyesuaian terus😞😞"
2022-10-12 07:50:57+00:00,wjtodaycom,0,IFTTT,"Hadapi Resesi Global pada 2023, Pemerintah RI Siapkan Skenario Terburuk https://t.co/aHzjrp8UTt"
2022-10-12 07:50:35+00:00,prxdeeptx,0,Twitter for Android,Mau ganti hp aja kepikiran resesi resesi
2022-10-12 07:49:27+00:00,witrikuswanto,0,Twitter for Android,"@OposisiCerdas Kalau terbaik tidak akan ada isu resesi, dan mulai dengan phk masal dong bos. Duh duh, ekonomi baik kok bumn bangkrut. Aku kudu pye pak dhe?😔"
2022-10-12 07:49:20+00:00,KompasKlasika,0,Microsoft Power Platform,"Industri karet alam Indonesia dihadapkan dengan beragam permasalahan baik di sektor hulu maupun hilir.  Di hulu, produktivitas lahan menurun signifikan. Di hilir, penyerapan global berkurang karena resesi. #Nusantara #AdadiKompas
https://t.co/zkBtnNOyFe"
2022-10-12 07:49:18+00:00,hariankompas,1,Microsoft Power Platform,"Industri karet alam Indonesia dihadapkan dengan beragam permasalahan baik di sektor hulu maupun hilir.  Di hulu, produktivitas lahan menurun signifikan. Di hilir, penyerapan global berkurang karena resesi. #Nusantara #AdadiKompas
https://t.co/CTkd5pJaRF"
2022-10-12 07:48:31+00:00,k4ngdee,0,Twitter for Android,Ini sama dgn melemparkan solusi pd rakyat pdhl ini sdh tugas pr wkl rkyt. Apakh bpk mau di masa resesi ini naik transport umum bkn mobil dinas ? https://t.co/0RrqI9ryyZ
2022-10-12 07:45:34+00:00,Ir4_Rizqi,0,Twitter Web App,@hendishu lg overthinking menghadapi resesi thn depan ini paps.
2022-10-12 07:45:23+00:00,Zyanpatra,0,Jetpack.com,Luhut Binsar Sebut Pemerintah Mempersiapkan Skenario Terburuk Terkait Resesi Global https://t.co/yChwfThCmY
2022-10-12 07:45:14+00:00,adam_ardiansyah,0,Twitter Web App,"Di tengah isu resesi dan ekonomi dunia yg makin buruk, jadi pngen beli properti biar punya aset dan mumpung harganya lg turun"
2022-10-12 07:44:20+00:00,abangade__,0,Twitter Web App,"beli docmart nya nanti dulu, nabung buat persiapan resesi dulu"
2022-10-12 07:43:33+00:00,AuisGrand,0,Microsoft Power Platform,"Industri karet alam Indonesia dihadapkan dengan beragam permasalahan baik di sektor hulu maupun hilir.  Di hulu, produktivitas lahan menurun signifikan. Di hilir, penyerapan global berkurang karena resesi. #Nusantara #AdadiKompas
https://t.co/Iv9MEukpRE"
2022-10-12 07:41:46+00:00,Marliana_vtsr,0,Twitter for Android,"kalau resesi yg dimaksud adalah ""degrowth"" ya syukurlah. yg penting proteksi kebutuhan manusianya ga kayak nasehat financial advisor neolib ""individu yg ga melek finansial, kurang nabung&amp;kurang kerja keras"". padahal akar masalahnya struktural."
2022-10-12 07:41:30+00:00,coachaddie_off,2,Twitter for Android,"*Hadapi Resesi Dunia, Adi Supriadi : Dampaknya Untuk Indonesia Bukan Hanya Ekonomi Tapi Krisis Keamanan Nasional | Kabar Tujuh*
 https://t.co/APGfQ0NZ8B"
2022-10-12 07:40:46+00:00,Hochi_Hosh,0,Twitter Web App,kalo resesi gini gue boleh nonton konser gak siih? pingen ketemu sebong &amp; carats lagi🥺 https://t.co/q0TiyplBqu
2022-10-12 07:40:37+00:00,pegiatumkm,0,Twitter for Android,"Kerja cepat dan kerja cerdas Erick Thohir, untuk menghadapi resesi 2023.

#etroopersjabar #ethosukabumi #kerjanyata #erickthohir #sukabumi #cianjur #KitaHadapiKitaAtasi https://t.co/TWAWiQoieE"
2022-10-12 07:40:00+00:00,aulyasalsabila,0,Twitter for Android,"resesi
resesi
resesi
lu dari dulu wa liatin emg uda
rese si

*ketika ngaca*"
2022-10-12 07:40:00+00:00,hotsebIak,0,Twitter for Android,Takut bgt resesi ak ke kos km bleh? https://t.co/gB4MpeLJzM
2022-10-12 07:39:44+00:00,kbrkalimantan1,0,Twitter Web App,Mampukah Minyak Kelapa Sawit Jadi Penopang Ekonomi Nasional Dalam Menghadapi Resesi Ekonomi Global? - https://t.co/cT62Jkta31
2022-10-12 07:39:27+00:00,bakadekchan,0,Twitter for Android,"Yaallah, idup blm settle, baru bener one by one yg harus dikelarin. Ehhh taun depan resesi. Seharian banyak diem 🙂"
2022-10-12 07:38:03+00:00,jpnncom,1,JPNN News Update,Menko Marves Luhut Binsar Pandjaitan mengatakan pemerintah sedang menghitung dan menyiapkan skenario-skenario terburuk untuk menghadapi kondisi resesi global #LuhutBinsar https://t.co/9xoNWysNLR
2022-10-12 07:37:57+00:00,ypwicaksono,0,Twitter for Android,panik banget sama resesi sampe sensornya ga lengkap :( https://t.co/2Hyx4VJs0l
2022-10-12 07:37:05+00:00,tubbirfess,26,Twitter Web App,"ih serem bgt bentar lagi resesi, nikah skrg aja apa ya"
2022-10-12 07:36:15+00:00,excell_14,0,Twitter for iPhone,@xumingcheol Paling tinggal memperbaiki hari dan tanggal klo mau bikin konser 😅 weekend berasa mau resesi wkwkw
2022-10-12 07:35:56+00:00,realqueenbarbra,0,Twitter Web App,pen bertukar pikiran ttg resesi sama cintaquw
2022-10-12 07:35:43+00:00,youthofnation13,0,Twitter for Android,"@alisyarief Yah gimana ya, resesi global 🙂 salah jokowi ?"
2022-10-12 07:35:04+00:00,AF16001,0,Twitter for Android,@worksfess Belum lagi tahun depan resesi
2022-10-12 07:33:22+00:00,windae,0,Twitter for Android,"mau resesi atau tidak, kita tetap miskin kawan"
2022-10-12 07:32:56+00:00,AryaYaw,0,Twitter for iPhone,siapin peluru buat resesi taun tepan 😄
2022-10-12 07:32:44+00:00,radarsumbar,0,Jetpack.com,Luhut: Pemerintah Siapkan Skenario Terburuk Hadapi Ancaman Resesi Global 2023 https://t.co/QpvJE7Wbtp
2022-10-12 07:32:39+00:00,Jawaban,1,Twitter Web App,"#KataAlkitab: Resesi Ekonomi Besar Juga Pernah Terjadi di Zaman Alkitab Loh, Apa Saja Itu? 

https://t.co/Vkfuagmh0q 

#Motivasi #Jawabancom #CBN"
2022-10-12 07:30:51+00:00,zahirree,0,Twitter Web App,"menguping pembicaraan bos2 ku ttg resesi...

kok ya serem ya"
2022-10-12 07:30:32+00:00,sinemadisastra,0,Twitter for Android,"Bisakah saya tidak mendengar kata resesi dalam satu hari?

Masih pengen bucin dan gaming hei tolong dong!"
2022-10-12 07:30:22+00:00,bananaoatmealsz,0,Twitter for iPhone,"@worksfess rumor bkal ada resesi 2023 nder, lunasin dlu aja. kbetulan aku kerja di perbankan, bnyak nasabah besar yg nglunasin pembiayaan 🙃"
2022-10-12 07:30:00+00:00,RADARSOLO_,0,Twitter Web App,"Pemerintah tengah melakukan stress test untuk mengidentifikasi risiko dan langkah yang perlu disiapkan untuk menghadapi ancaman resesi global pada 2023.
#ResesiEkonomi #resesi #luhutbinsar 
https://t.co/sX2mhtJNla"
2022-10-12 07:29:53+00:00,Marliana_vtsr,0,Twitter for Android,wkwk jadi inget dulu pernah ngepost ini dari kapan tahun 2020 juga ada isu resesi dan pernah bilang juga itu fearmongering. https://t.co/Jsn5uNSQtn https://t.co/5DP57IcrTw
2022-10-12 07:29:05+00:00,tersedakgengsi,0,Twitter for iPhone,"Resesi global, masuk winter, butuh energy lebih, bahan bakar naik. Yuk siapin mental"
2022-10-12 07:28:47+00:00,mediaindonesia,0,micom,"Sekalipun kinerja ekonomi Indonesia dinilai kuat, namun tidak menutup kemungkinan akan mengalami resesi pada tahun depan di tengah ketidakpastian global.  https://t.co/1u1WxHDrIV"
2022-10-12 07:27:53+00:00,sutiknopkb,2,Twitter Web App,"Semua shalawat di Indonesia sedang booming dan menjamur, Alhamdulillah.

Rasa syukur yng luar biasa, negara-negara lain pada terkena resesi, bahkan ada yang bangkrut, tpi berkah shalawat saya yakin seyakin-yakinnya Indonesia selamat dan menyelamatkan
@cakimin #sutiknopkb #sutikno https://t.co/vJxvT82WJl"
2022-10-12 07:26:56+00:00,RatnoWistu,0,IFTTT,"https://t.co/dKvge0jMD0 : Resesi Makin Nyata, Intel Dikabarkan PHK Ribuan Karyawan https://t.co/r7CfmlGUPy"
2022-10-12 07:26:14+00:00,chatnews_id,0,Twitter Web App,"#Indonesia termasuk dalam kondisi yang lebih baik dibandingkan negara-negara lain. Lantaran memiliki kemungkinan yang kecil terperangkap resesi. #resesi 

https://t.co/KpXImjvfgu"
2022-10-12 07:25:57+00:00,purabayaawesome,0,Twitter for Android,"Kerja cepat dan kerja cerdas Erick Thohir, untuk menghadapi resesi 2023.

#etroopersjabar #ethosukabumi #kerjanyata #erickthohir #sukabumi #cianjur #KitaHadapiKitaAtasi https://t.co/FtNRKSwWXF"
2022-10-12 07:25:39+00:00,itsawlhere,3,Twitter for Android,"Capek banget, dimana-mana resesi 2023 😮‍💨
Semoga dapet kerja sebelum bulan Desember 2022 ini."
2022-10-12 07:25:26+00:00,kabarrecehan,0,IFTTT,Ini 5 Nasihat Menghadapi Ancaman Resesi Global https://t.co/ZI840iIaAf
2022-10-12 07:24:34+00:00,Koecheeng,3,Twitter Web App,"Jogja semakin terasa ya resesi ekonominya... 

:(

Take me home aja deh kalo gitu..."
2022-10-12 07:23:40+00:00,arinrhmwt,0,Twitter for iPhone,"yg ngerencanain nikah di tahun resesi, gws aja"
2022-10-12 07:23:10+00:00,hajinewsonline,0,Jetpack.com,"Chatib Basri Ungkap Ekonomi Indonesia Tidak akan Jatuh dari Resesi, Ini Sebabnya https://t.co/XlQMMzBvMe"
2022-10-12 07:22:55+00:00,cnbcindonesia,5,detikcommunity,"Dunia Mau Resesi, Jangan Resign Sebelum Lakukan 10 Hal Ini https://t.co/alcYMBiQJX"
2022-10-12 07:21:07+00:00,dpermadhy,0,TweetDeck,"@CNNIndonesia Hi buruh,literast kalian perlu di tingkatkan.

Siap-siap! Ancaman Resesi Global Semakin Nyata, Ini Buktinya https://t.co/gBunEFoYQm"
2022-10-12 07:20:38+00:00,smartizen_,0,Revive Social App,"Hadapi Risiko Resesi, Luhut Minta Warga Tanam Cabai dan Sayuran di Rumah https://t.co/mKnHWUTrIJ"
2022-10-12 07:20:22+00:00,hwbdfh,0,Twitter for Android,"@worksfess Kalo rds buatku lebih baik 5tahun keatas nder, untuk resesi pasti ko ada pengaruhnya. Itulah knp kalo mau invest bener2 harus sisihin uang khusus atau uang dingin. Supaya ga panik"
2022-10-12 07:20:06+00:00,kabarrecehan,0,Jetpack.com,Ini 5 Nasihat Menghadapi Ancaman Resesi Global https://t.co/lNIBAlWJPW
2022-10-12 07:20:04+00:00,hri_hari,0,Jetpack.com,Ini 5 Nasihat Menghadapi Ancaman Resesi Global https://t.co/PXDhhgMVOv
2022-10-12 07:18:25+00:00,Suara_sumedang,0,Twitter for Android,"Hadapi Resesi Global 2023, Pemerintah Siapkan Skenario Terburuk https://t.co/ckOzG67XCI"
2022-10-12 07:15:50+00:00,RickyBrahmana,1,Twitter Web App,"Kalangan yang gak akan terpengaruh resesi itu adalah selebritas. Kenapa? Karena semiskin dan seberat apapun hidup warga Indonesia, pasti punya waktu buat nyari tahu keseharian selebritis. 

Your quota for their adSense."
2022-10-12 07:12:52+00:00,shedowhawk,0,Twitter for iPhone,"2023 banyak konser, mari kita liat kalau tiket konser masih laku berarti resesi ekonomi ga ngaruh ke kita. https://t.co/deVWouSGvV"
2022-10-12 07:11:59+00:00,notsuzybae,1,Twitter Web App,"@asumsico Udah tahu mau resesi, masih aja kepikiran bikin gimmick yang nyiptain food waste :)))))))"
2022-10-12 07:11:58+00:00,bealadydy,4,Twitter for Android,"@ChatibBasri jujur ngerasa sedikit ayem habis baca tulisannya, karena akhir akhir ini banyak influencer yg nakut nakutin, katanya yg bakalan jadi miskin lah, kalo ga kaya waktu resesi berarti salah diri sendiri lah, pdhl bnyk orang yg punya uang jg ngepas itupun cuma buat makan sehari hari"
2022-10-12 07:11:00+00:00,BenGzl3,3,Twitter for Android,"@AwalilRizky Kalau bisa, digenapin 10rb T pas beliau selesai, biar enak angkanya 😌🙏 toh ekonomi indonesi kuat, hebat, takkan terdampak resesi global, makronya msh baik blablabla.. good.."
2022-10-12 07:10:40+00:00,svmmeryellow,0,Twitter for Android,yuk cari uang sampingan mau resesi taun depan kudu well prepared
2022-10-12 07:10:29+00:00,sosiolognrl,0,Twitter Web App,Kenapa resesi global akan terasa bagi negara-negara maju? karena sistem jaringan ekonomi mereka sangat ketergantungan dengan negara lain. Negara core mengandalkan energi dan komoditas dari semi periphery dan periphery. konflik yang berkelanjutan terjadi di negara maju pula.
2022-10-12 07:09:47+00:00,CNNIndonesia,61,detikcommunity,"Hadapi Resesi, Luhut Usul Warga Tanam Cabai di Rumah https://t.co/EPYcJEtdwl"
2022-10-12 07:09:05+00:00,tvOneNews,5,dlvr.it,"Keuntungan Investasi Emas Dibanding Instrumen Investasi Lain, Persiapan Terbaik Untuk 'Jaga-jaga' Resesi Ekonomi https://t.co/2dttSklDTW"
2022-10-12 07:08:40+00:00,irvanababil10,0,Twitter for Android,@worksfess Resesi global
2022-10-12 07:07:26+00:00,umayamiaa,0,Twitter for iPhone,@Hasianidya Siap siap lu resesi 2023.
2022-10-12 07:07:17+00:00,bbeanatang,0,Twitter for Android,"Kalian yang teriak 2023 resesi kalian pula yang masih sibuk bikin kota tengah hutan, gak nanggung² langsung 200 ribuan hektar luasannya, untuk siapa?."
2022-10-12 07:04:39+00:00,pinvest_id,0,Twitter Web App,"Faktanya ancaman resesi ekonomi secara global semakin nyata dan semakin dekat eits tapi jangan khawatir ini mimin kasih beberapa langkah singkat supaya kamu gak khawatir untuk menghadapi resesi global!

#cumapinvest #spotlight #fakta #mitos #bisnis  #learn #connect #collab https://t.co/vc11BnK4Ys"
2022-10-12 07:04:36+00:00,hoholucu,0,Twitter for iPhone,Jokowi pastikan Indonesia aman dari ancaman resesi 2023 #EkonomiPulih #ekonomisehat #UkraineRussianWar https://t.co/DssCbjxzf1
2022-10-12 07:04:03+00:00,KATADATAcoid,1,dlvr.it,Sandiaga Uno menjelaskan beberapa persiapan untuk menghadapi ancaman resesi global dengan menyiapkan rantai pasok di sektor pariwisata dan ekonomi kreatif. https://t.co/Ug1L5MJF91
2022-10-12 07:03:01+00:00,Zyanpatra,0,Jetpack.com,"Hadapi Resesi, Luhut Usul Warga Tanam Cabai di Rumah https://t.co/GZGVrc2Fag"
2022-10-12 07:02:35+00:00,aayyyiiinn,0,Twitter for iPhone,@convomfs tp ada resesi😀
2022-10-12 07:02:08+00:00,Amiliophile1,0,Twitter for Android,"@Askrlfess Masa Resesi gini coba tolong empatinya dimana? Dah matikah?
Mending roti ma tomatnya dibagi2in ma org2 yg gak mampu yg gak bisa beli makan. 
Selain bermanfaat juga berkah kan?"
2022-10-12 07:01:53+00:00,anotheermeeh,0,Twitter for iPhone,"Sbg irt yg kerjaan ku cuma klumbrak klumbruk dan berharap apa apa dari gaji suami, seyuyurnya aku khawatir akan resesi ekonomi ini. Tapi stel yakin sama Allah tetep diatas rasa khawatirku!"
2022-10-12 07:01:34+00:00,khimarsanto,0,Twitter for iPhone,"Sbtlnya baru baca2 pahami ancaman resesi global bagi Indonesia, nggak habis pikir kenapa kita nge-push bangun2 infrastruktur … problem mendasar spt pangan, pendidikan, sampai urusan hiburan rakyat (sepakbola misalnya) masih nggak beres."
2022-10-12 07:01:13+00:00,BlueNeo81,0,Twitter for Android,"@kumparan Klo udh tau resesi global! 
Ngapain minta kenaikan upah! 
Jgn boros dan Nabung.... 
Klo perusahaan gk sanggup lg ya PHK aneh! Lucu aneh, 
MIKIRIN GAK NYA SENDIRI👎👎"
2022-10-12 07:00:35+00:00,anotheermeeh,0,Twitter for iPhone,"Ngomongin resesi ekonomi, kita aja bisa ngelewatin masa pandemi selama 2thn. Walaupun banyak juga yg tumbang. Tapi klo stel yakin pasti bisa kok."
2022-10-12 06:59:45+00:00,javaddwitch,0,Twitter for iPhone,Kepikiran sampe sekarang blm dapet kerja 2023 katanya resesi https://t.co/U7kU7HDIEz
2022-10-12 06:59:27+00:00,anotheermeeh,0,Twitter for iPhone,Berita resesi ekonomi makin menjadi jadi. Mana punya cicilan. Baru mulai lagi. Stel yakin sama Allah adalah jalan paling bener menurutku.
2022-10-12 06:58:36+00:00,cnbcindonesia,1,detikcommunity,"Dunia Diambang Resesi, IMF Pangkas Pertumbuhan Ekonomi https://t.co/qWR7DNcpuh"
2022-10-12 06:58:35+00:00,buIankeIima,0,Twitter Web App,katanya mao resesi malah buang2 makanan gimana sih dongoooooooo https://t.co/Tz0weYlFRh
2022-10-12 06:58:09+00:00,kiessbae,0,Twitter for Android,"@Askrlfess Buang2 makanan, maka udh diprediksi tahun depan bakal resesi ini gegayaan banget bikin ginian."
2022-10-12 06:57:59+00:00,anakpapskiadi,0,Twitter for iPhone,"Berita resesi tahun depan nih bikin gue degdeg an dah, makin kesini makin banyak beritanya, ya siap siap sih.. kudu hemat yg giname lageeeee bujugggdah"
2022-10-12 06:57:32+00:00,lifeisgoodtdy,1,TweetDeck,"Covid aja bisa, apalagi hanya resesi 😂

🎥 Terlampir https://t.co/hTM2rUfkoU"
2022-10-12 06:56:44+00:00,doyantelor,0,Twitter Web App,"dah dibilang intinya, resesi itu cash is king pada ngadi2 ya, fokus aja si ama yg bisa kita kontrol"
2022-10-12 06:56:06+00:00,convomf,0,"Hey, ayo minum air putih dulu😤","💭 halo, aku mau tanya. jadi aku kena resesi gingiva (gusi turun) udah cek ke rs, dan ya ga dilanjutin karena gada biaya buat op ataupun pasang gigi palsu. tapi akhir2 ini makin melebar dan sering sakit nyambung ke sakit kepala jugaa, menurut kalian cabut dulu aja atau (cont)"
2022-10-12 06:55:36+00:00,CNNIndonesia,13,detikcommunity,"VIDEO: Demo Buruh Dekat Istana Tolak BBM Naik, Soroti Resesi Global https://t.co/mqBSoLZ0hZ"
2022-10-12 06:54:16+00:00,MandiriPopular,3,Twitter Web App,"Hadapi Resesi Global, Pekerja Terancam PHK Besar-Besaran
https://t.co/yrwZqA6PV5"
