Date,Tweets
2022-10-12 14:28:59+00:00,"#krisis &amp; #resesi adalah sebuah bagian dari sebuah siklus besar ekonomi yang biasanya terjadi setiap antara 7 hingga 11 tahun sekali. Tidak dapat dihindari tetapi dapat diatasi, bukan untuk ditakuti tapi untuk dihadapi."
2022-10-12 14:27:03+00:00,IMF: 31 NEGARA AKAN MASUK JURANG RESESI EKONOMI
2022-10-12 14:26:20+00:00,Ribuan Buruh Gelar Aksi Demo Tolak Kenaikan BBM dan Tolak PHK Masa Resesi https://t.co/2KeSrc1XT0
2022-10-12 14:26:11+00:00,"A thread

Keyword #krisis &amp; #resesi sedang hits dimana-mana khususnya di ranah online, ada yang pro, ada yang kontra, ada yang percaya, ada yang tidak percaya dan ada juga yang apatis dengan kedua istilah tersebut. Tapi #krisis &amp; #resesi adalah keniscayaan."
2022-10-12 14:25:18+00:00,@Khunnie0624 Taun depan katanya resesi. Boleh gak aku minta nomer kamu buat jaga2? 😔
2022-10-12 14:22:59+00:00,"Arep resesi utowo ora, negoro urusuono aku tak tura turu ae🤣"
2022-10-12 14:22:55+00:00,"@yourbabygigsy pengen bilang ""inget kak sebentar lagi resesi"" tapi aku juga baru ngelirik tinted serum"
2022-10-12 14:22:01+00:00,"Dana Moneter Internasional (IMF) memangkas prospek pertumbuhan ekonomi global di 2023 dari 2,9% menjadi 2,7%. Negara-negara ini diperkirakan akan masuk ke jurang resesi di tahun depan! https://t.co/XmQWZXEJRi"
2022-10-12 14:20:40+00:00,"@tanyakanrl Ati ati 3 th kedepan akan ada wabah penyakit, dan resesi ekonomi, jangan boros boros"
2022-10-12 14:19:40+00:00,"@tigorsiagian @BigAlphaID ""Maafkan kedua orangtuamu
Kalau tak mampu beli susu
Bbm naik tinggi
Susu tak terbeli orang pintar tarik subsidi
Mungkin bayi kurang gizi""
-Iwan Fals

Itu mungkin istilah dari krisis dan resesi yang dimengerti oleh orang awam 😁"
2022-10-12 14:19:13+00:00,"sekalian ae suruh bem ambil tindakan untuk mencegah resesi dunia 2023

paham fungsi dan kapasitas lah minimal"
2022-10-12 14:17:13+00:00,dari 8% 📉6% resesi sdh mulai kah?
2022-10-12 14:17:12+00:00,Solusi resesi? #resesi #gadai https://t.co/55A3UCIZRq
2022-10-12 14:17:03+00:00,Chatib Basri Prediksi Tahun Politik 2023 Beri Efek Positif ke Ekonomi RI Meski Ada Dampak Resesi https://t.co/TVSjf63gdJ https://t.co/87AY40cKxy
2022-10-12 14:16:51+00:00,"Nah, sudah Pacmin berikan data dan fakta yang perlu kalian ketahui mengenai resesi global.

Dari data, kalian bisa mendapatkan insights yang menarik dan mengetahui fakta yang sebenarnya kan...."
2022-10-12 14:15:56+00:00,"@ne_deteur @prastow https://t.co/56dcRzYgWG

Barusan kemarin baca, menkeunya malaysia dan hungary juga sama masbro
https://t.co/bztBJQUrgx

https://t.co/arxlYgfP6Z

IMO, emang resesi negara2 tu perlu dikasi tau ke msyrkt sii, biar kitanya sadar diri"
2022-10-12 14:14:46+00:00,@alextham878 Nyimak sambil nunggu resesi global
2022-10-12 14:14:09+00:00,Apakah 2023 Resesi Ekonomi Global? Jangan Sepelekan! Siapkan Keuangan Dengan 3 Langkah Berikut https://t.co/UG63Jre2Oe
2022-10-12 14:14:06+00:00,"Entah gue yang bego apa gimana tapi kenapa sebagian besar orang pada milih bilang ""resesi yang parah"" ketimbang ""depresi"" ya?"
2022-10-12 14:14:03+00:00,"Hadapi Ancaman Krisis Global , Gubernur Khofifah Siapkan 3 Jurus Jitu: Ancaman krisis bahkan resesi dunia disebut semakin nyata, IMF bahkan mengingatkan akan ada resiko awan gelap ekonomi di tahun 2023 mendatang. IMF menyebutkan negara-negara yang… https://t.co/ubkbnau1XW"
2022-10-12 14:11:08+00:00,@roxawnne beneran resesi kah mbak peach??
2022-10-12 14:10:37+00:00,"resesi di depan mata mereka demo, ntar resesi demo nyalahin jokowi"
2022-10-12 14:10:23+00:00,"@catchmeupid Udah beberapa kali seminggu belakangan ini lewat berita ttg resesi mulu, padahal ngga nyari. Beneran kaya lagi diwarning."
2022-10-12 14:09:03+00:00,gue lagi mikirin segala cara biar pas resesi gue malah untung bukan rugi
2022-10-12 14:08:06+00:00,Resesi tuh seserem itu yah? Takut banget huhuhu
2022-10-12 14:08:01+00:00,"Mau stop collect merch dgn alasan:
1. 2023 resesi
2. Gw lg miskin
3. Gw dh ga menemukan kebahagiaan  yg sgt amat lg dr kolek2 
4. Gw mau nabung buat hal yg gw enjoy diluar per kolek2 an ini"
2022-10-12 14:07:48+00:00,"2023 di blg bakal resesi, maret thn dpn bp konser, thn dpn taylor rumornya mau world tour bener2 puncak komedi nyari duit buat mencukupi kebutuhan konser drmn ya tuhan"
2022-10-12 14:06:34+00:00,"@tempodotco Resesi malah buang"" anggaran"
2022-10-12 14:06:14+00:00,"Indonesia tanpa resesi. #pejuangekonomi 
#kerjanyata #ErickThohir #etroopersjabar #ethosukabumi #sukabumi #cianjur #KitaHadapiKitaAtasi https://t.co/eFkyszKJjs"
2022-10-12 14:05:44+00:00,"Jadi gimana nih min? resesi apa nggak?

Ya tetap terjadi kok, tapi imbasnya ke Indonesia terjadi perlambatan pertumbuhan ekonomi.

Indonesia perlu mengambil kebijakan yang tepat untuk bertahan."
2022-10-12 14:05:18+00:00,Chatib Basri mengungkapkan risiko utang Indonesia masih aman di tengah ancaman resesi ekonomi global. https://t.co/xvoTCmk9V8
2022-10-12 14:04:38+00:00,"@jeonoownow1796 Eh tp katanya kalo gamau resesi, harus belanjakan uang terus kan biar uangnya diputer terus
Nah klo suruh belanjain, gmn ngehematnya ya?"
2022-10-12 14:04:13+00:00,"tenang bro resesi ga ngefek ke saya, karena memang tidak punya apa2"
2022-10-12 14:04:02+00:00,@nnamariyana Hics... Rahasia umum kita meong resesi.. klo boleh jujur sekarang aja udah krismon.. aq cuma bisa siapin mental sambil mikirin besok gimana nyelametin diri sendiri..
2022-10-12 14:03:18+00:00,"Warga kebanyakan jgn mau dibodohi soal tahun depan gelap, resesi dst.

1. kata adalah doa

2. Nyang kena resesi mereka nyang oligarki pajabat pajabit.

Warge?

Ajegile rebus Eceng Gondok masih idup"
2022-10-12 14:03:03+00:00,Ekspor minyak kelapa sawit dianggap mampu selamatkan perekonomian Indonesia dari ancaman resesi dunia. https://t.co/zGuuOEbtrB
2022-10-12 14:02:02+00:00,Lifepal membagikan beberapa tips menghadapi resesi global yang dapat Anda mulai lakukan. https://t.co/BkMayDodfE
2022-10-12 14:01:13+00:00,"Iye ane benerlah brsh konaisten cium keringat rakyat dg kerendahan hati.

Dominan warga ng ade urusan dg resesi. Wong daya beli dari jaman ke jeman ng dinaikkan trias politika.

Nyang kena resesi nyang kaye2, oligarki, pejabat-pajabit. Rakyat, mah kagak, msh mikir makan ape esok?"
2022-10-12 14:00:05+00:00,"Apaan resesi resesi, ini sesi 3 aja udah pada sold out semua, masih kencang perputaran uangnya🤣🤣🤣"
2022-10-12 13:59:06+00:00,Hadapi resesi dengan resepsi!.
2022-10-12 13:58:33+00:00,"#info “Erick Thohir Optimis Indonesia Tidak Alami Resesi 2023”

#kerjanyata #ErickThohir #etroopersjabar #ethosukabumi #sukabumi #cianjur #KitaHadapiKitaAtasi https://t.co/AuYqsmARuO"
2022-10-12 13:57:51+00:00,tetap jajan di era gempuran warning resesi 2023
2022-10-12 13:56:58+00:00,"@prastow Mari kita berdoa, semoga resesi global nanti terhadap Indonesia dampak buruknya seminim mungkin. 

Aamiin...."
2022-10-12 13:56:35+00:00,"Jika ditanya, maka saya akan yakin bahwa resesi itu akan datang"
2022-10-12 13:54:27+00:00,"Mikirin resepsi ❌
Mikirin resesi ✅"
2022-10-12 13:54:05+00:00,"Berencana beli mobil baru? Hebat euy, resesi beli mobil hihi. 

Perhatikan dulu hal-hal berikut sebelum kamu memutuskan buat beli mobil baru ya, selain punya uangnya tentunya ya. Apa aja persiapannya? Rabu ini cek tulisan @nurulrahma di bawah 

https://t.co/oueoU1z2qP"
2022-10-12 13:53:00+00:00,What's happening? Resesi koq di promote terus2an??!!
2022-10-12 13:52:45+00:00,"Taunya waktu lagi studi tentang pengaruh resesi terhadap nilai tukar petani marginal ditinjau dari aspek ketahanan pangan studi kasus di Jateng, dia menemukan kajian yang mendalam soal struktur sosial terhadap peran gender wkwkwk."
2022-10-12 13:51:01+00:00,Pemkot Bandung Optimis Hadapi Resesi 2023 https://t.co/tH77UVFdEY
2022-10-12 13:48:02+00:00,"4.Pemerintah terlalu terpaku pada angka-angka dalam pertumbuhan ekonomi, sedangkan fakta lapangan berbading terbalik, jadi seharusnya jika kemenko ekuin mengklaimekonomi tumbuh positif seharusnya tingkatkesejahteraan masyarakat meningkat bukan malah menurun
#lanyalla #resesi"
2022-10-12 13:48:01+00:00,"3. Selain diperlukannya keseriusan
pemerintah dalam menumbuhkan ekonomi LNM
juga merasa perlunya pembaharuan hubungan
industrialisme pancasila agar setiap elemen
berperan untuk penumbuhan ekonomi
menghadapi ancaman resesi global #lanyalla #resesi"
2022-10-12 13:48:01+00:00,"2. Ancaman resesi global mulai dirasakan para
pengusaha. Bahka potensi terjadinya PHK
terhadap karyawan direspon dengan aksi-aksi
penolakan para serikat buruh. Pasalnya beban
hidup akan semakin berat #lanyalla #resesi"
2022-10-12 13:48:00+00:00,"Tetapi tentu saja memerlukan kesungguhan dan sinergii berbagai sektor-sektor yang potensial

#lanyalla #resesi"
2022-10-12 13:47:59+00:00,"Utasan malam : 

1.
Optimisme pemerintah hadapi tantangan
ketidakpastian global ancaman #resesi dunia harus ditopang dgn langkah"" strategis &amp; terukur dng cara menumbuhkan ekonomi secara tetap. 

Faktor Pendorong Ekonomi Indonesia Tetap Tumbuh https://t.co/Nul9VAx1kW #lanyalla https://t.co/vM0jnVdYfK"
2022-10-12 13:47:19+00:00,"Sebentar lagi putus kontrak di tempat kerja belum lagi prediksi resesi 2023, inflasi, skincare, kopi, lgi seneng2 nya kulineran😭"
2022-10-12 13:47:02+00:00,"Pasokan daging ayam dan daging sapi dikhawatirkan akan terganggu saat resesi terjadi, mengingat negara pengekspor diperkirakan akan menahan stok https://t.co/jmbUrPSOz2"
2022-10-12 13:45:57+00:00,@AlifMiftahulHi2 Aku harus gimana utk menghadapi resesi?
2022-10-12 13:44:04+00:00,"Ancaman krisis  bahkan resesi dunia disebut semakin nyata, IMF bahkan mengingatkan akan ada resiko awan gelap ekonomi di tahun 2023 mendatang. Gubernur Khofifah Indar P ... https://t.co/JDpySYqUvQ #timesindonesia #ketahananinformasi #indonesiabangkit"
2022-10-12 13:42:32+00:00,"5 Negara Ini Diprediksi Lolos dari Resesi 2023, Ada Indonesia? https://t.co/YxoC5GsAqG"
2022-10-12 13:41:59+00:00,"Portofolio ancurrr dah, bener bener resesi di depan mata"
2022-10-12 13:41:29+00:00,Ada yang bilang resesi itu akronim dari rencana serok terorganisir.
2022-10-12 13:39:34+00:00,Chatib Basri Prediksi Tahun Politik 2023 Beri Efek Positif ke Ekonomi RI Meski Ada Dampak Resesi https://t.co/rhzQHD0wEt
2022-10-12 13:39:16+00:00,@WatcherGuru Wes teknikal resesi ga mau ngaku dennnn...dennnnn...koplakk
2022-10-12 13:37:25+00:00,Gubernur Khofifah Siapkan Jurus ‘IKI’ Hadapi Resesi Dunia https://t.co/gXWjVN3FyW
2022-10-12 13:37:04+00:00,"banyak rezeki jangan boros, Di. Spiritually feeling buat 2023 agak ga enak+wacana resesi."
2022-10-12 13:36:25+00:00,"@jebingisjebing ngapain tooss?? harusnya pelukan puk puk saling menguatkan dong (becanda) haha
Aamiin, itulah knp eike puter otak betul ngadepin resesi dan males ngurusin dunia tipu2. twitter dipake buat seneng2 aja lah gosah marah2. haha"
2022-10-12 13:35:43+00:00,"@FWBESS karena mempersiapkan diri dr resesi sekarang lg ngejamet dulu pke magnum maxx, rp rasa kayak surya pro merah"
2022-10-12 13:35:02+00:00,IMF: 31 Negara Masuk Jurang Resesi Tahun Depan https://t.co/nEAltKSMDO
2022-10-12 13:34:03+00:00,"@citrasaras @bitxt yg laen ujiannya org ketiga, saya resesi"
2022-10-12 13:33:46+00:00,"Sedia payung sebelum hujan.
Sedia penopang sebelum keresahan.

Tak perlu cemas khawatir, karena keadaan yang sudah ada di berita-berita adalah kondisi yang selalu berulang beberapa tahun kebelakang.

Intinya bagaimana sikap kita menghadapi berita Resesi 2023 https://t.co/8iB3EFAw4Y"
2022-10-12 13:33:13+00:00,"@ChusnulCh__ @NasDem @ganjarpranowo Ohhh jd implementasinya tidak cepat. Padahal tantangan global resesi, krisis energi &amp; pangan sudah ada di depan mata. Kalau mesti dibuat thesis S4...keburu tenggelam kita bos #KitaButuhPresidenCerdasTangkas https://t.co/FxnIV2hZ4g"
2022-10-12 13:33:10+00:00,"yang punya rumah tapak, kalau bisa mending mulai bercocok tanam supaya living costnya ga kena dampak resesi"
2022-10-12 13:32:35+00:00,"Siap-siap, IMF &amp; Bank Dunia Beri Peringatan: Ancaman Resesi Global Sudah di Depan Mata https://t.co/TH3s3q1Rb7"
2022-10-12 13:32:31+00:00,Dari alm. Chrismansyah Rahadi kita belajar resesi
2022-10-12 13:32:26+00:00,"Mintanya resepsi, dapetnya malah resesi. Hadeh emang…"
2022-10-12 13:32:12+00:00,bekal gue menghadapi resesi adalah kemampuan masak nasi goreng
2022-10-12 13:32:09+00:00,Jiwa dengki bergejolak ngeliat org unboxing begituan 🥲 yuk bs yuk nabung. Resesi ditunda dulu bs gk sih? Atau gk usah ada sekalian
2022-10-12 13:32:02+00:00,"IMF Ingatkan Banyak Negara Bisa Resesi di 2023, Begini Reaksi Harga Emas Hari Ini - https://t.co/gyYstPaIBf https://t.co/ZRTedaEnMD"
2022-10-12 13:31:52+00:00,manfaatin isu resesi untuk customer acquisition semata jadinya nirempati sih
2022-10-12 13:30:41+00:00,"ga di kantor, ga di rumah... koneksi internetnya luplep sama lamban.

internet indonesia mulai kena resesi gitu?"
2022-10-12 13:30:13+00:00,"Bad news resesi 2023 bikin overthiking, yuk kencengin selt belt"
2022-10-12 13:30:09+00:00,"Liat berita mulu bener2 bisa bikin stress, ya yg banjir, ya yg perang, ya yg isu resesi 😭"
2022-10-12 13:29:20+00:00,"Antisipasi Resesi Global, Luhut Siapkan Perang Rakyat Semesta
 https://t.co/kxwWI60sku"
2022-10-12 13:28:10+00:00,"@jebingisjebing Aslik, klopun boong dosa itu urusan mreka sm tuhan deh (simple nya gitu). sama eike jg mikir saving money ngirit dan mulai invest. dah mulai kerasa resesi omset menurun sejak pertengahan th ini.pdhal dulu pandemi ga seturun ini omset, srkg bisa bayar karyawan aja alhamdulilah😣"
2022-10-12 13:26:37+00:00,"Apa yg mau dihemat rakyat dalam kedaan kini?

Dominan gali lubang tutup lubang

Makanya warga kebanyakan tak akan kenal dan kena resesi.

Yang kena resesi itu LBP dan level sejenis mungkin juga Ketua DPD. Awak manalah kena tak ada urusan kredit bank usaha  jual nasi 😀"
2022-10-12 13:25:17+00:00,"@Bisniscom resesi sih nggak, tapi liat porto invest, kok udah bendera setengah tiang"
2022-10-12 13:24:29+00:00,"@siriuslymuggle @Askrlfess Jangan pusing mbak,ntar an aja kalo dah mulai resesi"
2022-10-12 13:24:10+00:00,"Dan yang terpenting hindari belanja yang
terlalu konsumtif atau untu kesenangan dan tetap berhemat 

5/
#lanyalla #resesi"
2022-10-12 13:24:09+00:00,"Dianjurkan  agar masyarakat berupaya
menyimpan sebagian penghasilannya di tempat
yg aman, mulai berhemat dari sekarang. Jangan membeli barang-barang yang tidak begitu
penting &amp; yg terpenting menyiapkan dana
untuk kesehatan karena biaya kesehatan pasti
tinggi. #lanyalla #resesi
4/"
2022-10-12 13:24:08+00:00,"Ditandai dengan produk domestik
bruto yang negatif, dan peningkatan jumlah
pengangguran yang menimbulkan makin
melemahnya kemampuan daya beli masyarakat
karena tingginya harga2 #lanyalla #resesi
3/"
2022-10-12 13:24:08+00:00,"Tetapi setidaknya setiap individu atau keluarga memiliki langkah antisipasi agar tidak masuk ke dalam jurang kemiskinan
Resesi menunjukan suatu keadaan ekonomi
yang buruk. #lanyalla #resesi
2/"
2022-10-12 13:24:07+00:00,"utasan : 

Hadapi ancaman resesi global dimohon agar masyarakat untuk mempersiapkan diri,
jangan merasa baik-baik saja. Sebab jika resesi
itu benar-benar terjadi maka kita sulit untuk
mengambil langkah pemulihan ekonomi.

1/
https://t.co/i6TVo8cOlT

#lanyalla #resesi"
2022-10-12 13:23:29+00:00,@lisaaaindraaaaa Yaelaaahh ribet amaatt. Lagian kl pun mereka bohong yaudaahh resiko ditanggung mereka. Kita mah tetep puyeng mikirin resesi 🤣
2022-10-12 13:23:23+00:00,"Me:
Waduh persiapan resesi harus mulai berhemat, kurangin pengeluaran, minimalisir cutloss, cash is the king

Also me:
*masuk app e-commerce*
*checkout*
*checkout*
*checkout*
*checkout*"
2022-10-12 13:23:12+00:00,"wes diwanti wanti ro bosku, awal tahun kemungkinan bakal resesi,
""koe ndang gek golek gawean, daftar daftar""..
hikshiks"
2022-10-12 13:21:45+00:00,"Resesi dunia !

Perang dari Rusia vs Ukraine membawa dampak berkepanjangan bagi kehidupan semua negara terutama pada pasokan ekonomi dan salah satunya negara Indonesia.

#chainsawman #UkraineRussianWar #ShakhtarRealMadrid #JENNIExPorscheKR #JIMINDAY #ShehnaazGill #HARUTO https://t.co/qhsJV8Pu7z"
2022-10-12 13:21:20+00:00,"Tahun 2023 katanya bakal ada resesi,,, meanwhile aku di akhir taun ini malah kepengen barang2 konsumtif yg tdk berguna. Hadeeeehhh tp pengen gmn dong 😑"
2022-10-12 13:20:50+00:00,"dari kemaren resesi mulu, jangan bikin deg2an!"
2022-10-12 13:20:20+00:00,"Partai Buruh Demo di Patung Kuda, Said Iqbal: Jangan Jadikan Resesi Global 2023 Alasan PHK! ""Jangan jadikan alasan resesi global 2023 untuk melakukan PHK besar-besaran. Tolak PHK besar-besaran di tengah ancaman,"" ujar Said Iqbal. https://t.co/K3SJ5jXwld"
2022-10-12 13:20:01+00:00,"Nabung, tahun depan resepsi eh resesi"
2022-10-12 13:19:46+00:00,"@Core_002 @CubPunks601 Keburu resesi global mang,, gk open2"
2022-10-12 13:19:35+00:00,"🤡 Biden: ""Resesi di AS mungkin terjadi, tetapi tidak mengharapkannya.""

🤡 Biden: ""Arab Saudi akan menghadapi konsekuensi atas keputusan untuk mengurangi produksi minyak.""

🤡 Biden: ""Tidak ada rencana untuk bertemu dengan Putin sekarang, tetapi itu tergantung pada situasinya."""
2022-10-12 13:19:11+00:00,Pengen mute isu resesi gaboong
2022-10-12 13:18:48+00:00,Padahal negaranya lg resesi.
2022-10-12 13:18:22+00:00,@Runfromcruelwo1 Menuju resesi 2023
2022-10-12 13:17:37+00:00,"@trimasgetir_ Predict nya begitu mas, berdoa yang terbaik smg tidak ada resesi 🙏🏼"
2022-10-12 13:16:24+00:00,"Tahun depan liburnya banyak, tp resesi jadi apa kagak?"
2022-10-12 13:15:07+00:00,"pengingat yang baik;

ingat
mereka yang selalu mengingatkan resesi global hanya mereka yg bersentuhan langsung dg kepentingan bisnis'y di sana

menurutku masyarakat tidak perlu ditakuti

resesi global di dunia barat itu hukuman dari Tuhan
☺"
2022-10-12 13:12:38+00:00,"Dampaknya harga aset turun dolar kian meroket,
lalu puncak resesi pun tiba :"" jebrett!! 
dolar dengan harga tinggi mereka belanjakan lagi ke aset untuk dapat harga terendah agar cuan.

#resesibukannyabuntungmalahuntung"
2022-10-12 13:12:28+00:00,"Erick Thohir perkuat 4 industri andalan untuk lawan resesi 2023.
#erickthohir #bumn #resesi https://t.co/ahMMr4rw1N"
2022-10-12 13:11:24+00:00,@sawaladaiva thn depan resesi padahal
2022-10-12 13:11:01+00:00,@aladin_aldin @syahwaladi Mau resesi jadi duit agak susah dicari
2022-10-12 13:10:47+00:00,"Series Aktualita - RESESI EKONOMI, SIAPKAH KITA? | Bersama - Prof. Dr.-I... https://t.co/XK8pGf3C8I via @YouTube"
2022-10-12 13:10:11+00:00,"dr kemarin pembahasaannya resesi resesi mulu, kan tacut 🥺☝🏻"
2022-10-12 13:08:11+00:00,"Banyak momen dimana justru ketika diprediksi amburadul malah bullish. 

Berita soal resesi yang makin hari makin terlihat horor, jangan dihadapi dengan kepanikan. Tetap berusaha tenang nyusun strategi.

Karena ada aja loh orang orang yang ngambil kesempatan dari kepanikan kita 😅"
2022-10-12 13:07:43+00:00,Resesi ekonomi
2022-10-12 13:07:11+00:00,"@masihnooob @CilaT_T @convomfs AKU TUH GAK MAU RESESI RESESI APA ITU PERSETAN, AKU MAUNYA RESEPSI SAMA KAMU!!! Sampe sini ngerti, dek?"
2022-10-12 13:07:09+00:00,Mereka para pemilik modal ikut peran dalam mengkampanyekan resesi ekonomi 2023 diam-diam merubah semua aset dalam bentuk dolar yang kian meroket agar cuan di puncak resesi. https://t.co/m805xxweLH
2022-10-12 13:05:46+00:00,"@worksfess Belajar dari sejarah, graham yang lewatin masa perang pun tetap santai dengan investasinya. 1998, 2008, 2020 juga dah dilewatin

gk ada yang perlu dikhawatirin selama punya margin pengaman yg lebar dan dana darurat yg cukup + resesi itupun masih prediksi. fokus dg value yg dibeli"
2022-10-12 13:05:17+00:00,"@marsyarakat @CilaT_T @convomfs kamu paham kan? bank mandiri aku bilang, aku ga percaya kamu sekarang gak merhatiin resesi ekonomi yang bakal dateng kedepannya"
2022-10-12 13:05:17+00:00,"Amerika resesi. Bubble di Cina imploding. Eropa perang. Credit Suisse bakal terjun bebas. 2023 bakal gimana, ya? Gini amat."
2022-10-12 13:04:40+00:00,"@kompascom Kalau ancaman resesi tak dapat dihindari, mungkin karyawan yang di PHK akan di gaji oleh ketua partai buruh dan presiden KSPI. #JernihBerkomentar"
2022-10-12 13:03:27+00:00,"Heboh banget soal tahun depan mau resesi.
Apa ndak inget 2020 lalu berseliweran ""krisis karena pandemi ini berbeda sebab tidak ada satu ekonom pun yg bisa memprediksi""? Dan kita survive!

Nah yg tahun depan harusnya lebih chill kan..."
2022-10-12 13:03:23+00:00,"niat mau resign. gajadi deh. 2023 mau resesi ekonomi. wkwkwk
sebatas niat sih dari dulu juga 🤣🤣🤣"
2022-10-12 13:02:47+00:00,"astaga katanya tahun depan mau resesi, boleh gak kita serumah aja @_bittersweetone 😋 https://t.co/iI40IDXW1U"
2022-10-12 13:02:09+00:00,"review di dm kurang nampol? bisa pake jasa review yang lebih detail di wa, atau males ngerjain sendiri? joki aja kak, murah meriah mantap.

ayo bantu aku menabung untuk menghadapi resesi 2023 🙏"
2022-10-12 13:01:51+00:00,"tenang guys gausah takut resesi tahun depan
.
.
.
.
.
belum tentu kita masih idup kok, bisa jadi kita udah kepanggang nuklir WW3 HAHAHAHAHA

god what the f*ck is happening in the world right now 😡 https://t.co/2iacpYmfmD"
2022-10-12 13:00:50+00:00,@Askrlfess Katanya resesi di depan mata?? Kok ini.... 😌
2022-10-12 13:00:16+00:00,"Resesi Gak Ngefek, Lakukan Ini Kalau Mau Rejeki Berlimpah https://t.co/RJO9U6gBJE"
2022-10-12 12:59:59+00:00,"Kalo kata @heniind jaman kita itu isinya pandemi, perang, resesi, repeat"
2022-10-12 12:59:58+00:00,"2023 resesi? tidak, sudah dimulai dari sekarang.."
2022-10-12 12:59:19+00:00,"Apa yang terjadi di dunia sehingga resesi global ini menjadi isu yang sedang ramai dibicarakan?

Apa aja indikatornya?"
2022-10-12 12:57:08+00:00,"@catchmeupid Salfok ya, pilot tp naik ekonomi xixixi ngirit ya pack tahun depan resesi"
2022-10-12 12:55:49+00:00,Klo resesi taun dpn tp gpp animenya bagus2 :)
2022-10-12 12:53:08+00:00,"si pakde teh boga kahayang rusia meh damai jeng ukraina, niatna mah hade meh indo lepas dari resesi 2023, tapi da kumaha ieu si ciprik nyien tingkah laku wae, ayeuna urusan jeng fifa, jaba unggal ngarental eleh wae pakde mah ku presiden ghana."
2022-10-12 12:53:08+00:00,"Yg resi hanya d dunia, tp d langit tidak pernah  ada RESESI, sebagai manusia yg bertauhid harus Yakin itu.الله يبارك فيكم https://t.co/4OgZqi0znw"
2022-10-12 12:53:05+00:00,Klo ada resesi tuh mending nikah dulu apa gak usah nikah si?
2022-10-12 12:52:20+00:00,Ketua Umum Partai Buruh yang juga Presiden Konfederasi Serikat Pekerja Indonesia (KSPI) Said Iqbal menolak keras kebijakan pemutusan hubungan kerja (PHK) besar-besaran di tengah ancaman resesi global. ^ #PHK #Buruh #Resesi https://t.co/QoAshjgbrs
2022-10-12 12:51:51+00:00,dipikir2 resesi ni kok nakutin ya nnt
2022-10-12 12:49:43+00:00,Luhut Binsar Pandjaitan Mengatakan Bahwa Pemerintah Lakukan Stress Test Hadapi Resesi Global https://t.co/EJio2p9aiu
2022-10-12 12:48:46+00:00,sisca kohl gaakan pusing kalo resesi 2023 bener kejadian🥹
2022-10-12 12:48:45+00:00,"Instruksi Presiden Jokowi Hadapi Resesi Global

Cek Video Selengkapnya Hanya di Youtube Kilat TV!
Link: https://t.co/LTTvQWV2v6

#Kilat #JadiCepatPaham #Jokowi #resesi https://t.co/TF4FX6Ebqq"
2022-10-12 12:48:43+00:00,Nih obligasi bakalan kena dampak resesi juga ga sih🤔
2022-10-12 12:47:47+00:00,"Baru 4 bulan lalu di tawarin kerja di salah satu startup, setelah dipikirkan dengan matang ga gue ambil. Dan baru denger hari ini startup tsb tutup operasional. 😐 resesi oh resesi ..."
2022-10-12 12:46:19+00:00,"Dana Moneter Internasional (IMF) menyebut 31 negara bakal masuk jurang resesi ekonomi.Selain itu, IMF memprediksi inflasi negara berkembang akan membengkak pada akhir tahun ini, bahkan menembus level 9,9 persen. #Mostupdate1058"
2022-10-12 12:46:16+00:00,Sandiaga Uno optimistis target kunjungan pariwisata di Indonesia akan terus berjalan meski dunia akan menghadapi ancaman resesi ekonomi global. https://t.co/fxddBbW6SO
2022-10-12 12:44:47+00:00,"@DokterTifa Kolaps gimana sih, resesi atau krisis bukan hanya dollar indikator nya bulek.....suatu mata uang bisa lemah dan menguat terhadap lainnya tergantung neraca kita vs negara tsb. Pie toh dokter..... Udah urus anak TK sunat dulu aja, analisa muka salah, analisa ekonomi salah"
2022-10-12 12:44:27+00:00,"Resesi global, Jokowi perintahkan jajarannya untuk berhati-hati dalam mengambil kebijakan https://t.co/89Zc9IM00D"
2022-10-12 12:44:01+00:00,"Tahun depan terancam resesi, tapi daftar wishlist malah makin banyak 😭"
2022-10-12 12:43:56+00:00,kalian kok takut banget sama resesi? macam singkong samping rumah kalian udah ga tumbuh aja
2022-10-12 12:43:29+00:00,@kang_cilok9 @drolagidrolagi ayo kita kupas tuntas resesi 😔
2022-10-12 12:42:49+00:00,"Se melodic punk apa lo? 

“Gue ikut heboh posting gimmick kalo tom delonge balik lg ke blink182 di instastory” (padahal gak ngikutin AvA)

Happy sampe gak sadar kalo sebenernya mereka lagi bikin gimmick buat ngumpulin cuan persiapan resesi 2023

:D"
2022-10-12 12:41:20+00:00,"Pemkot Bandung Optimis Hadapi Isu Resesi yang akan Menghantam di Tahun 2023 

#Gelorakan #Daerah #KotaBandung #HadapiResesi #Tahun2023
https://t.co/l84XsqlbWd"
2022-10-12 12:41:13+00:00,"🚩 Peringatan awal mengenai resesi global ada dimana-mana 🚩

Apa benar 2023 menjadi tahun yang suram?

Mari kita bahas sesuai indikator &amp; datanya ⬇️
https://t.co/waaUTtPkdy"
2022-10-12 12:41:11+00:00,after copid munculnya resesi
2022-10-12 12:41:06+00:00,Saudagar Muslimah Kembangkan Potensi Ekonomi Nasional Hadapi Prediksi Resesi Global 2023 https://t.co/9YeEIlQ1zq
